String_Type,Window_m,Unique_Substrings_Sm,LZ77_z,Theoretical_Bound_mz,Ratio
Worst-Case,117,4000,616,72072,0.055500055500055503
DNA,118,491,20,2360,0.2080508474576271
Worst-Case,118,4000,616,72688,0.0550297160466652
DNA,119,496,20,2380,0.20840336134453782
Worst-Case,119,4000,616,73304,0.05456728145803776
DNA,120,501,20,2400,0.20875
Worst-Case,120,4000,616,73920,0.05411255411255411
DNA,121,506,20,2420,0.20909090909090908
Worst-Case,121,4000,616,74536,0.05366534292154127
DNA,122,511,20,2440,0.20942622950819673
Worst-Case,122,4000,616,75152,0.05322546306152864
DNA,123,516,20,2460,0.2097560975609756
Worst-Case,123,4000,616,75768,0.05279273571956499
DNA,124,521,20,2480,0.21008064516129032
Worst-Case,124,4000,616,76384,0.05236698785085882
DNA,125,526,20,2500,0.2104
Worst-Case,125,4000,616,77000,0.05194805194805195
DNA,126,531,20,2520,0.21071428571428572
Worst-Case,126,4000,616,77616,0.05153576582148011
DNA,127,536,20,2540,0.2110236220472441
Worst-Case,127,4000,616,78232,0.05112997238981491
DNA,128,541,20,2560,0.211328125
Worst-Case,128,4000,616,78848,0.05073051948051948
DNA,129,546,20,2580,0.2116279069767442
Worst-Case,129,4000,616,79464,0.05033725963958522
DNA,130,551,20,2600,0.21192307692307694
Worst-Case,130,4000,616,80080,0.04995004995004995
DNA,131,556,20,2620,0.21221374045801528
Worst-Case,131,4000,616,80696,0.0495687518588282
DNA,132,561,20,2640,0.2125
Worst-Case,132,4000,616,81312,0.04919323101141283
DNA,133,566,20,2660,0.21278195488721804
Worst-Case,133,4000,616,81928,0.048823357094033785
DNA,134,571,20,2680,0.2130597014925373
Worst-Case,134,4000,616,82544,0.04845900368288428
DNA,135,576,20,2700,0.21333333333333335
Worst-Case,135,4000,616,83160,0.0481000481000481
DNA,136,581,20,2720,0.21360294117647058
Worst-Case,136,4000,616,83776,0.04774637127578304
DNA,137,586,20,2740,0.21386861313868613
Worst-Case,137,4000,616,84392,0.047397857616835716
DNA,138,591,20,2760,0.2141304347826087
Worst-Case,138,4000,616,85008,0.04705439488048184
DNA,139,596,20,2780,0.2143884892086331
Worst-Case,139,4000,616,85624,0.04671587405400355
DNA,140,601,20,2800,0.21464285714285714
Worst-Case,140,4000,616,86240,0.04638218923933209
DNA,141,606,20,2820,0.2148936170212766
Worst-Case,141,4000,616,86856,0.04605323754259925
DNA,142,611,20,2840,0.21514084507042253
Worst-Case,142,4000,616,87472,0.04572891896835559
DNA,143,616,20,2860,0.2153846153846154
Worst-Case,143,4000,616,88088,0.045409136318227225
DNA,144,621,20,2880,0.215625
Worst-Case,144,4000,616,88704,0.045093795093795096
DNA,145,626,20,2900,0.21586206896551724
Worst-Case,145,4000,616,89320,0.04478280340349306
DNA,146,631,20,2920,0.2160958904109589
Worst-Case,146,4000,616,89936,0.04447607187333215
DNA,147,636,20,2940,0.2163265306122449
Worst-Case,147,4000,616,90552,0.04417351356126866
DNA,148,641,20,2960,0.21655405405405406
Worst-Case,148,4000,616,91168,0.04387504387504387
DNA,149,646,20,2980,0.21677852348993287
Worst-Case,149,4000,616,91784,0.043580580493332174
DNA,150,651,20,3000,0.217
Worst-Case,150,4000,616,92400,0.04329004329004329
DNA,151,656,20,3020,0.21721854304635763
Worst-Case,151,4000,616,93016,0.04300335426163241
DNA,152,661,20,3040,0.21743421052631579
Worst-Case,152,4000,616,93632,0.04272043745727956
DNA,153,666,20,3060,0.21764705882352942
Worst-Case,153,4000,616,94248,0.042441218911807146
DNA,154,671,20,3080,0.21785714285714286
Worst-Case,154,4000,616,94864,0.042165626581210994
DNA,155,676,20,3100,0.21806451612903227
Worst-Case,155,4000,616,95480,0.04189359028068706
DNA,156,681,20,3120,0.21826923076923077
Worst-Case,156,4000,616,96096,0.041625041625041624
DNA,157,686,20,3140,0.21847133757961784
Worst-Case,157,4000,616,96712,0.04135991397137894
DNA,158,691,20,3160,0.21867088607594937
Worst-Case,158,4000,616,97328,0.04109814236396515
DNA,159,696,20,3180,0.2188679245283019
Worst-Case,159,4000,616,97944,0.04083966348117291
DNA,160,701,20,3200,0.2190625
Worst-Case,160,4000,616,98560,0.040584415584415584
DNA,161,706,20,3220,0.21925465838509317
Worst-Case,161,4000,616,99176,0.04033233846898443
DNA,162,711,20,3240,0.21944444444444444
Worst-Case,162,4000,616,99792,0.04008337341670675
DNA,163,716,20,3260,0.2196319018404908
Worst-Case,163,4000,616,100408,0.039837463150346586
DNA,164,721,20,3280,0.2198170731707317
Worst-Case,164,4000,616,101024,0.03959455178967374
DNA,165,726,20,3300,0.22
Worst-Case,165,4000,616,101640,0.03935458480913026
DNA,166,731,20,3320,0.22018072289156626
Worst-Case,166,4000,616,102256,0.03911750899702707
DNA,167,736,20,3340,0.22035928143712574
Worst-Case,167,4000,616,102872,0.038883272416206545
DNA,168,741,20,3360,0.22053571428571428
Worst-Case,168,4000,616,103488,0.03865182436611008
DNA,169,746,20,3380,0.22071005917159764
Worst-Case,169,4000,616,104104,0.03842311534619227
DNA,170,751,20,3400,0.22088235294117647
Worst-Case,170,4000,616,104720,0.03819709702062643
DNA,171,756,20,3420,0.22105263157894736
Worst-Case,171,4000,616,105336,0.0379737221842485
DNA,172,761,20,3440,0.22122093023255815
Worst-Case,172,4000,616,105952,0.03775294472968892
DNA,173,766,20,3460,0.22138728323699422
Worst-Case,173,4000,616,106568,0.037534719615644474
DNA,174,771,20,3480,0.22155172413793103
Worst-Case,174,4000,616,107184,0.03731900283624422
DNA,175,776,20,3500,0.22171428571428572
Worst-Case,175,4000,616,107800,0.03710575139146568
DNA,176,781,20,3520,0.221875
Worst-Case,176,4000,616,108416,0.03689492325855962
DNA,177,786,20,3540,0.22203389830508474
Worst-Case,177,4000,616,109032,0.036686477364443464
DNA,178,791,20,3560,0.22219101123595505
Worst-Case,178,4000,616,109648,0.036480373559025246
DNA,179,796,20,3580,0.2223463687150838
Worst-Case,179,4000,616,110264,0.036276572589421754
DNA,180,801,20,3600,0.2225
Worst-Case,180,4000,616,110880,0.03607503607503607
DNA,181,806,20,3620,0.22265193370165745
Worst-Case,181,4000,616,111496,0.03587572648346129
DNA,182,811,20,3640,0.22280219780219782
Worst-Case,182,4000,616,112112,0.03567860710717854
DNA,183,816,20,3660,0.22295081967213115
Worst-Case,183,4000,616,112728,0.035483642041019094
DNA,184,821,20,3680,0.22309782608695652
Worst-Case,184,4000,616,113344,0.035290796160361376
DNA,185,826,20,3700,0.22324324324324324
Worst-Case,185,4000,616,113960,0.0351000351000351
DNA,186,831,20,3720,0.22338709677419355
Worst-Case,186,4000,616,114576,0.03491132523390588
DNA,187,835,20,3740,0.2232620320855615
Worst-Case,187,4000,616,115192,0.03472463365511494
DNA,188,839,20,3760,0.22313829787234044
Worst-Case,188,4000,616,115808,0.03453992815694943
DNA,189,843,20,3780,0.22301587301587303
Worst-Case,189,4000,616,116424,0.03435717721432007
DNA,190,847,20,3800,0.22289473684210526
Worst-Case,190,4000,616,117040,0.03417634996582365
DNA,191,851,20,3820,0.22277486910994765
Worst-Case,191,4000,616,117656,0.033997416196369076
DNA,192,855,20,3840,0.22265625
Worst-Case,192,4000,616,118272,0.03382034632034632
DNA,193,859,20,3860,0.22253886010362695
Worst-Case,193,4000,616,118888,0.03364511136531862
DNA,194,863,20,3880,0.22242268041237112
Worst-Case,194,4000,616,119504,0.03347168295621904
DNA,195,867,20,3900,0.22230769230769232
Worst-Case,195,4000,616,120120,0.033300033300033303
DNA,196,871,20,3920,0.2221938775510204
Worst-Case,196,4000,616,120736,0.033130135170951494
DNA,197,875,20,3940,0.22208121827411167
Worst-Case,197,4000,616,121352,0.03296196189597205
DNA,198,879,20,3960,0.22196969696969698
Worst-Case,198,4000,616,121968,0.032795487340941884
DNA,199,883,20,3980,0.22185929648241207
Worst-Case,199,4000,616,122584,0.03263068589701756
DNA,200,887,20,4000,0.22175
Worst-Case,200,4000,616,123200,0.032467532467532464
DNA,201,891,20,4020,0.22164179104477613
Worst-Case,201,4000,616,123816,0.03230600245525619
DNA,202,895,20,4040,0.22153465346534654
Worst-Case,202,4000,616,124432,0.032146071750032146
DNA,203,899,20,4060,0.22142857142857142
Worst-Case,203,4000,616,125048,0.03198771671678076
DNA,204,903,20,4080,0.2213235294117647
Worst-Case,204,4000,616,125664,0.03183091418385536
DNA,205,907,20,4100,0.22121951219512195
Worst-Case,205,4000,616,126280,0.031675641431738996
DNA,206,911,20,4120,0.22111650485436893
Worst-Case,206,4000,616,126896,0.031521876182070356
DNA,207,915,20,4140,0.2210144927536232
Worst-Case,207,4000,616,127512,0.03136959658698789
DNA,208,919,20,4160,0.22091346153846153
Worst-Case,208,4000,616,128128,0.03121878121878122
DNA,209,923,20,4180,0.2208133971291866
Worst-Case,209,4000,616,128744,0.03106940905983968
DNA,210,927,20,4200,0.22071428571428572
Worst-Case,210,4000,616,129360,0.030921459492888066
DNA,211,931,20,4220,0.22061611374407583
Worst-Case,211,4000,616,129976,0.030774912291499968
DNA,212,935,20,4240,0.2205188679245283
Worst-Case,212,4000,616,130592,0.030629747610879686
DNA,213,939,20,4260,0.22042253521126762
Worst-Case,213,4000,616,131208,0.030485945978903726
DNA,214,943,20,4280,0.22032710280373832
Worst-Case,214,4000,616,131824,0.030343488287413522
DNA,215,947,20,4300,0.22023255813953488
Worst-Case,215,4000,616,132440,0.030202355783751134
DNA,216,951,20,4320,0.22013888888888888
Worst-Case,216,4000,616,133056,0.03006253006253006
DNA,217,955,20,4340,0.22004608294930875
Worst-Case,217,4000,616,133672,0.02992399305763361
DNA,218,959,20,4360,0.21995412844036696
Worst-Case,218,4000,616,134288,0.029786727034433455
DNA,219,963,20,4380,0.21986301369863015
Worst-Case,219,4000,616,134904,0.029650714582221432
DNA,220,967,20,4400,0.2197727272727273
Worst-Case,220,4000,616,135520,0.0295159386068477
DNA,221,971,20,4420,0.21968325791855203
Worst-Case,221,4000,616,136136,0.029382382323558793
DNA,222,975,20,4440,0.2195945945945946
Worst-Case,222,4000,616,136752,0.02925002925002925
DNA,223,979,20,4460,0.2195067264573991
Worst-Case,223,4000,616,137368,0.029118863199580687
DNA,224,983,20,4480,0.21941964285714285
Worst-Case,224,4000,616,137984,0.02898886827458256
DNA,225,987,20,4500,0.21933333333333332
Worst-Case,225,4000,616,138600,0.02886002886002886
DNA,226,991,20,4520,0.21924778761061947
Worst-Case,226,4000,616,139216,0.02873232961728537
DNA,227,995,20,4540,0.21916299559471367
Worst-Case,227,4000,616,139832,0.028605755478002173
DNA,228,999,20,4560,0.21907894736842104
Worst-Case,228,4000,616,140448,0.028480291638186377
DNA,229,1003,20,4580,0.21899563318777293
Worst-Case,229,4000,616,141064,0.028355923552430103
DNA,230,1007,20,4600,0.21891304347826088
Worst-Case,230,4000,616,141680,0.028232636928289104
DNA,231,1011,20,4620,0.21883116883116882
Worst-Case,231,4000,616,142296,0.028110417720807333
DNA,232,1015,20,4640,0.21875
Worst-Case,232,4000,616,142912,0.027989252127183162
DNA,233,1019,20,4660,0.2186695278969957
Worst-Case,233,4000,616,143528,0.027869126581572933
DNA,234,1023,20,4680,0.2185897435897436
Worst-Case,234,4000,616,144144,0.027750027750027752
DNA,235,1027,20,4700,0.21851063829787234
Worst-Case,235,4000,616,144760,0.027631942525559547
DNA,236,1031,20,4720,0.21843220338983052
Worst-Case,236,4000,616,145376,0.0275148580233326
DNA,237,1035,20,4740,0.21835443037974683
Worst-Case,237,4000,616,145992,0.027398761575976767
DNA,238,1039,20,4760,0.21827731092436975
Worst-Case,238,4000,616,146608,0.02728364072901888
DNA,239,1043,20,4780,0.21820083682008368
Worst-Case,239,4000,616,147224,0.027169483236428843
DNA,240,1047,20,4800,0.218125
Worst-Case,240,4000,616,147840,0.027056277056277056
DNA,241,1051,20,4820,0.21804979253112033
Worst-Case,241,4000,616,148456,0.026944010346499972
DNA,242,1055,20,4840,0.21797520661157024
Worst-Case,242,4000,616,149072,0.026832671460770636
DNA,243,1059,20,4860,0.21790123456790123
Worst-Case,243,4000,616,149688,0.026722248944471165
DNA,244,1063,20,4880,0.21782786885245903
Worst-Case,244,4000,616,150304,0.02661273153076432
DNA,245,1067,20,4900,0.21775510204081633
Worst-Case,245,4000,616,150920,0.026504108136761198
DNA,246,1071,20,4920,0.2176829268292683
Worst-Case,246,4000,616,151536,0.026396367859782496
DNA,247,1075,20,4940,0.21761133603238866
Worst-Case,247,4000,616,152152,0.0262894999737105
DNA,248,1079,20,4960,0.21754032258064515
Worst-Case,248,4000,616,152768,0.02618349392542941
DNA,249,1083,20,4980,0.21746987951807228
Worst-Case,249,4000,616,153384,0.02607833933135138
DNA,250,1087,20,5000,0.2174
Worst-Case,250,4000,616,154000,0.025974025974025976
DNA,251,1091,20,5020,0.21733067729083666
Worst-Case,251,4000,616,154616,0.02587054379883065
DNA,252,1095,20,5040,0.21726190476190477
Worst-Case,252,4000,616,155232,0.025767882910740055
DNA,253,1099,20,5060,0.21719367588932806
Worst-Case,253,4000,616,155848,0.02566603357117191
DNA,254,1103,20,5080,0.2171259842519685
Worst-Case,254,4000,616,156464,0.025564986194907456
DNA,255,1107,20,5100,0.21705882352941178
Worst-Case,255,4000,616,157080,0.02546473134708429
DNA,256,1111,20,5120,0.2169921875
Worst-Case,256,4000,616,157696,0.02536525974025974
DNA,257,1115,20,5140,0.2169260700389105
Worst-Case,257,4000,616,158312,0.025266562231542777
DNA,258,1119,20,5160,0.21686046511627907
Worst-Case,258,4000,616,158928,0.02516862981979261
DNA,259,1123,20,5180,0.2167953667953668
Worst-Case,259,4000,616,159544,0.025071453642882213
DNA,260,1127,20,5200,0.21673076923076923
Worst-Case,260,4000,616,160160,0.024975024975024976
DNA,261,1131,20,5220,0.21666666666666667
Worst-Case,261,4000,616,160776,0.02487933522416281
DNA,262,1135,20,5240,0.21660305343511452
Worst-Case,262,4000,616,161392,0.0247843759294141
DNA,263,1139,20,5260,0.21653992395437263
Worst-Case,263,4000,616,162008,0.024690138758579824
DNA,264,1143,20,5280,0.21647727272727274
Worst-Case,264,4000,616,162624,0.024596615505706416
DNA,265,1147,20,5300,0.21641509433962264
Worst-Case,265,4000,616,163240,0.02450379808870375
DNA,266,1151,20,5320,0.2163533834586466
Worst-Case,266,4000,616,163856,0.024411678547016893
DNA,267,1155,20,5340,0.21629213483146068
Worst-Case,267,4000,616,164472,0.024320249039350164
DNA,268,1159,20,5360,0.2162313432835821
Worst-Case,268,4000,616,165088,0.02422950184144214
DNA,269,1163,20,5380,0.2161710037174721
Worst-Case,269,4000,616,165704,0.02413942934389031
DNA,270,1167,20,5400,0.21611111111111111
Worst-Case,270,4000,616,166320,0.02405002405002405
DNA,271,1171,20,5420,0.21605166051660515
Worst-Case,271,4000,616,166936,0.0239612785738247
DNA,272,1175,20,5440,0.21599264705882354
Worst-Case,272,4000,616,167552,0.02387318563789152
DNA,273,1179,20,5460,0.21593406593406594
Worst-Case,273,4000,616,168168,0.02378573807145236
DNA,274,1183,20,5480,0.2158759124087591
Worst-Case,274,4000,616,168784,0.023698928808417858
DNA,275,1187,20,5500,0.21581818181818183
Worst-Case,275,4000,616,169400,0.023612750885478158
DNA,276,1191,20,5520,0.2157608695652174
Worst-Case,276,4000,616,170016,0.02352719744024092
DNA,277,1195,20,5540,0.2157039711191336
Worst-Case,277,4000,616,170632,0.023442261709409724
DNA,278,1199,20,5560,0.2156474820143885
Worst-Case,278,4000,616,171248,0.023357937027001775
DNA,279,1203,20,5580,0.21559139784946235
Worst-Case,279,4000,616,171864,0.02327421682260392
DNA,280,1207,20,5600,0.21553571428571427
Worst-Case,280,4000,616,172480,0.023191094619666047
DNA,281,1211,20,5620,0.21548042704626336
